subFolder,group,plate,well,cell,QC1,QC2
220221_ICells_Patterned_Dish2_s13_cell_2,Patterned,plate2,s13,Patterned_Dish2_s13_cell_2,,
220221_ICells_Patterned_Dish2_s13_cell_2,Patterned,plate2,s13,Patterned_Dish2_s13_cell_2,,
220221_ICells_Patterned_Dish2_s13_cell_2,Patterned,plate2,s13,Patterned_Dish2_s13_cell_2,,
220221_ICells_Patterned_Dish2_s13_cell_2,Patterned,plate2,s13,Patterned_Dish2_s13_cell_2,,
220221_ICells_Patterned_Dish2_s13_cell_3,Patterned,plate2,s13,Patterned_Dish2_s13_cell_3,,
220221_ICells_Patterned_Dish2_s13_cell_3,Patterned,plate2,s13,Patterned_Dish2_s13_cell_3,,
220221_ICells_Patterned_Dish2_s13_cell_3,Patterned,plate2,s13,Patterned_Dish2_s13_cell_3,,
220221_ICells_Patterned_Dish2_s13_cell_3,Patterned,plate2,s13,Patterned_Dish2_s13_cell_3,,
220221_ICells_Patterned_Dish2_s13_cell_3,Patterned,plate2,s13,Patterned_Dish2_s13_cell_3,,
220221_ICells_Patterned_Dish2_s13_cell_3,Patterned,plate2,s13,Patterned_Dish2_s13_cell_3,,
220221_ICells_Patterned_Dish2_s13_cell_3,Patterned,plate2,s13,Patterned_Dish2_s13_cell_3,,
220221_ICells_Patterned_Dish2_s13_cell_3,Patterned,plate2,s13,Patterned_Dish2_s13_cell_3,,
220221_ICells_Patterned_Dish2_s13_cell_4,Patterned,plate2,s13,Patterned_Dish2_s13_cell_4,,
220221_ICells_Patterned_Dish2_s13_cell_4,Patterned,plate2,s13,Patterned_Dish2_s13_cell_4,,
220221_ICells_Patterned_Dish2_s13_cell_4,Patterned,plate2,s13,Patterned_Dish2_s13_cell_4,,
220221_ICells_Patterned_Dish2_s13_cell_4,Patterned,plate2,s13,Patterned_Dish2_s13_cell_4,,
220221_ICells_Patterned_Dish2_s13_cell_4,Patterned,plate2,s13,Patterned_Dish2_s13_cell_4,,
220221_ICells_Patterned_Dish2_s13_cell_4,Patterned,plate2,s13,Patterned_Dish2_s13_cell_4,,
220221_ICells_Patterned_Dish2_s13_cell_4,Patterned,plate2,s13,Patterned_Dish2_s13_cell_4,,
220221_ICells_Patterned_Dish2_s13_cell_4,Patterned,plate2,s13,Patterned_Dish2_s13_cell_4,,
220221_ICells_Patterned_Dish2_s14_cell_1,Patterned,plate2,s14,Patterned_Dish2_s14_cell_1,,
220221_ICells_Patterned_Dish2_s14_cell_1,Patterned,plate2,s14,Patterned_Dish2_s14_cell_1,,
220221_ICells_Patterned_Dish2_s14_cell_1,Patterned,plate2,s14,Patterned_Dish2_s14_cell_1,,
220221_ICells_Patterned_Dish2_s14_cell_1,Patterned,plate2,s14,Patterned_Dish2_s14_cell_1,,
220221_ICells_Patterned_Dish2_s14_cell_1,Patterned,plate2,s14,Patterned_Dish2_s14_cell_1,,
220221_ICells_Patterned_Dish2_s14_cell_1,Patterned,plate2,s14,Patterned_Dish2_s14_cell_1,,
220221_ICells_Patterned_Dish2_s14_cell_1,Patterned,plate2,s14,Patterned_Dish2_s14_cell_1,,
220221_ICells_Patterned_Dish2_s14_cell_1,Patterned,plate2,s14,Patterned_Dish2_s14_cell_1,,
220221_ICells_Patterned_Dish2_s14_cell_2,Patterned,plate2,s14,Patterned_Dish2_s14_cell_2,,
220221_ICells_Patterned_Dish2_s14_cell_2,Patterned,plate2,s14,Patterned_Dish2_s14_cell_2,,
220221_ICells_Patterned_Dish2_s14_cell_3,Patterned,plate2,s14,Patterned_Dish2_s14_cell_3,,
220221_ICells_Patterned_Dish2_s14_cell_3,Patterned,plate2,s14,Patterned_Dish2_s14_cell_3,,
220221_ICells_Patterned_Dish2_s14_cell_3,Patterned,plate2,s14,Patterned_Dish2_s14_cell_3,,
220221_ICells_Patterned_Dish2_s14_cell_3,Patterned,plate2,s14,Patterned_Dish2_s14_cell_3,,
220221_ICells_Patterned_Dish2_s14_cell_3,Patterned,plate2,s14,Patterned_Dish2_s14_cell_3,,
220221_ICells_Patterned_Dish2_s14_cell_3,Patterned,plate2,s14,Patterned_Dish2_s14_cell_3,,
220221_ICells_Patterned_Dish2_s14_cell_3,Patterned,plate2,s14,Patterned_Dish2_s14_cell_3,,
220221_ICells_Patterned_Dish2_s14_cell_3,Patterned,plate2,s14,Patterned_Dish2_s14_cell_3,,
220221_ICells_Patterned_Dish2_s14_cell_3,Patterned,plate2,s14,Patterned_Dish2_s14_cell_3,,
220221_ICells_Patterned_Dish2_s14_cell_3,Patterned,plate2,s14,Patterned_Dish2_s14_cell_3,,
220221_ICells_Patterned_Dish2_s15_cell_1,Patterned,plate2,s15,Patterned_Dish2_s15_cell_1,,
220221_ICells_Patterned_Dish2_s15_cell_1,Patterned,plate2,s15,Patterned_Dish2_s15_cell_1,,
220221_ICells_Patterned_Dish2_s15_cell_1,Patterned,plate2,s15,Patterned_Dish2_s15_cell_1,,
220221_ICells_Patterned_Dish2_s15_cell_1,Patterned,plate2,s15,Patterned_Dish2_s15_cell_1,,
220221_ICells_Patterned_Dish2_s15_cell_1,Patterned,plate2,s15,Patterned_Dish2_s15_cell_1,,
220221_ICells_Patterned_Dish2_s15_cell_1,Patterned,plate2,s15,Patterned_Dish2_s15_cell_1,,
220221_ICells_Patterned_Dish2_s15_cell_1,Patterned,plate2,s15,Patterned_Dish2_s15_cell_1,,
220221_ICells_Patterned_Dish2_s15_cell_1,Patterned,plate2,s15,Patterned_Dish2_s15_cell_1,,
220221_ICells_Patterned_Dish2_s15_cell_1,Patterned,plate2,s15,Patterned_Dish2_s15_cell_1,,
220221_ICells_Patterned_Dish2_s15_cell_1,Patterned,plate2,s15,Patterned_Dish2_s15_cell_1,,
220221_ICells_Patterned_Dish2_s15_cell_1,Patterned,plate2,s15,Patterned_Dish2_s15_cell_1,,
220221_ICells_Patterned_Dish2_s15_cell_2,Patterned,plate2,s15,Patterned_Dish2_s15_cell_2,,
220221_ICells_Patterned_Dish2_s15_cell_2,Patterned,plate2,s15,Patterned_Dish2_s15_cell_2,,
220221_ICells_Patterned_Dish2_s15_cell_2,Patterned,plate2,s15,Patterned_Dish2_s15_cell_2,,
220221_ICells_Patterned_Dish2_s15_cell_2,Patterned,plate2,s15,Patterned_Dish2_s15_cell_2,,
220221_ICells_Patterned_Dish2_s15_cell_2,Patterned,plate2,s15,Patterned_Dish2_s15_cell_2,,
220221_ICells_Patterned_Dish2_s15_cell_2,Patterned,plate2,s15,Patterned_Dish2_s15_cell_2,,
220221_ICells_Patterned_Dish2_s15_cell_3,Patterned,plate2,s15,Patterned_Dish2_s15_cell_3,,
220221_ICells_Patterned_Dish2_s15_cell_3,Patterned,plate2,s15,Patterned_Dish2_s15_cell_3,,
220221_ICells_Patterned_Dish2_s15_cell_3,Patterned,plate2,s15,Patterned_Dish2_s15_cell_3,,
220221_ICells_Patterned_Dish2_s15_cell_3,Patterned,plate2,s15,Patterned_Dish2_s15_cell_3,,
220221_ICells_Patterned_Dish2_s15_cell_3,Patterned,plate2,s15,Patterned_Dish2_s15_cell_3,,
220221_ICells_Patterned_Dish2_s15_cell_3,Patterned,plate2,s15,Patterned_Dish2_s15_cell_3,,
220221_ICells_Patterned_Dish2_s15_cell_3,Patterned,plate2,s15,Patterned_Dish2_s15_cell_3,,
220221_ICells_Patterned_Dish2_s15_cell_3,Patterned,plate2,s15,Patterned_Dish2_s15_cell_3,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_4,Patterned,plate2,s15,Patterned_Dish2_s15_cell_4,,
220221_ICells_Patterned_Dish2_s15_cell_5,Patterned,plate2,s15,Patterned_Dish2_s15_cell_5,,
220221_ICells_Patterned_Dish2_s15_cell_5,Patterned,plate2,s15,Patterned_Dish2_s15_cell_5,,
220221_ICells_Patterned_Dish2_s15_cell_5,Patterned,plate2,s15,Patterned_Dish2_s15_cell_5,,
220221_ICells_Patterned_Dish2_s15_cell_5,Patterned,plate2,s15,Patterned_Dish2_s15_cell_5,,
220221_ICells_Patterned_Dish2_s16_cell_2,Patterned,plate2,s16,Patterned_Dish2_s16_cell_2,,
220221_ICells_Patterned_Dish2_s16_cell_2,Patterned,plate2,s16,Patterned_Dish2_s16_cell_2,,
220221_ICells_Patterned_Dish2_s16_cell_2,Patterned,plate2,s16,Patterned_Dish2_s16_cell_2,,
220221_ICells_Patterned_Dish2_s16_cell_2,Patterned,plate2,s16,Patterned_Dish2_s16_cell_2,,
220221_ICells_Patterned_Dish2_s16_cell_2,Patterned,plate2,s16,Patterned_Dish2_s16_cell_2,,
220221_ICells_Patterned_Dish2_s16_cell_3,Patterned,plate2,s16,Patterned_Dish2_s16_cell_3,,
220221_ICells_Patterned_Dish2_s16_cell_3,Patterned,plate2,s16,Patterned_Dish2_s16_cell_3,,
220221_ICells_Patterned_Dish2_s16_cell_3,Patterned,plate2,s16,Patterned_Dish2_s16_cell_3,,
220221_ICells_Patterned_Dish2_s16_cell_3,Patterned,plate2,s16,Patterned_Dish2_s16_cell_3,,
220221_ICells_Patterned_Dish2_s16_cell_3,Patterned,plate2,s16,Patterned_Dish2_s16_cell_3,,
220221_ICells_Patterned_Dish2_s16_cell_3,Patterned,plate2,s16,Patterned_Dish2_s16_cell_3,,
220221_ICells_Patterned_Dish2_s17_cell_1,Patterned,plate2,s17,Patterned_Dish2_s17_cell_1,,
220221_ICells_Patterned_Dish2_s17_cell_1,Patterned,plate2,s17,Patterned_Dish2_s17_cell_1,,
220221_ICells_Patterned_Dish2_s17_cell_1,Patterned,plate2,s17,Patterned_Dish2_s17_cell_1,,
220221_ICells_Patterned_Dish2_s17_cell_1,Patterned,plate2,s17,Patterned_Dish2_s17_cell_1,,
220221_ICells_Patterned_Dish2_s17_cell_1,Patterned,plate2,s17,Patterned_Dish2_s17_cell_1,,
220221_ICells_Patterned_Dish2_s17_cell_1,Patterned,plate2,s17,Patterned_Dish2_s17_cell_1,,
220221_ICells_Patterned_Dish2_s17_cell_1,Patterned,plate2,s17,Patterned_Dish2_s17_cell_1,,
220221_ICells_Patterned_Dish2_s17_cell_2,Patterned,plate2,s17,Patterned_Dish2_s17_cell_2,,
220221_ICells_Patterned_Dish2_s17_cell_2,Patterned,plate2,s17,Patterned_Dish2_s17_cell_2,,
220221_ICells_Patterned_Dish2_s17_cell_2,Patterned,plate2,s17,Patterned_Dish2_s17_cell_2,,
220221_ICells_Patterned_Dish2_s17_cell_2,Patterned,plate2,s17,Patterned_Dish2_s17_cell_2,,
220221_ICells_Patterned_Dish2_s17_cell_2,Patterned,plate2,s17,Patterned_Dish2_s17_cell_2,,
220221_ICells_Patterned_Dish2_s17_cell_2,Patterned,plate2,s17,Patterned_Dish2_s17_cell_2,,
220221_ICells_Patterned_Dish2_s17_cell_2,Patterned,plate2,s17,Patterned_Dish2_s17_cell_2,,
220221_ICells_Patterned_Dish2_s17_cell_2,Patterned,plate2,s17,Patterned_Dish2_s17_cell_2,,
220221_ICells_Patterned_Dish2_s17_cell_2,Patterned,plate2,s17,Patterned_Dish2_s17_cell_2,,
220221_ICells_Patterned_Dish2_s17_cell_2,Patterned,plate2,s17,Patterned_Dish2_s17_cell_2,,
220221_ICells_Patterned_Dish2_s17_cell_2,Patterned,plate2,s17,Patterned_Dish2_s17_cell_2,,
220221_ICells_Patterned_Dish2_s17_cell_2,Patterned,plate2,s17,Patterned_Dish2_s17_cell_2,,
220221_ICells_Patterned_Dish2_s17_cell_2,Patterned,plate2,s17,Patterned_Dish2_s17_cell_2,,
220221_ICells_Patterned_Dish2_s17_cell_2,Patterned,plate2,s17,Patterned_Dish2_s17_cell_2,,
220221_ICells_Patterned_Dish2_s18_cell_1,Patterned,plate2,s18,Patterned_Dish2_s18_cell_1,,
220221_ICells_Patterned_Dish2_s18_cell_1,Patterned,plate2,s18,Patterned_Dish2_s18_cell_1,,
220221_ICells_Patterned_Dish2_s18_cell_1,Patterned,plate2,s18,Patterned_Dish2_s18_cell_1,,
220221_ICells_Patterned_Dish2_s18_cell_1,Patterned,plate2,s18,Patterned_Dish2_s18_cell_1,,
220221_ICells_Patterned_Dish2_s18_cell_1,Patterned,plate2,s18,Patterned_Dish2_s18_cell_1,,
220221_ICells_Patterned_Dish2_s18_cell_1,Patterned,plate2,s18,Patterned_Dish2_s18_cell_1,,
220221_ICells_Patterned_Dish2_s18_cell_1,Patterned,plate2,s18,Patterned_Dish2_s18_cell_1,,
220221_ICells_Patterned_Dish2_s18_cell_1,Patterned,plate2,s18,Patterned_Dish2_s18_cell_1,,
220221_ICells_Patterned_Dish2_s18_cell_1,Patterned,plate2,s18,Patterned_Dish2_s18_cell_1,,
220221_ICells_Patterned_Dish2_s18_cell_1,Patterned,plate2,s18,Patterned_Dish2_s18_cell_1,,
220221_ICells_Patterned_Dish2_s18_cell_2,Patterned,plate2,s18,Patterned_Dish2_s18_cell_2,,
220221_ICells_Patterned_Dish2_s18_cell_2,Patterned,plate2,s18,Patterned_Dish2_s18_cell_2,,
220221_ICells_Patterned_Dish2_s18_cell_2,Patterned,plate2,s18,Patterned_Dish2_s18_cell_2,,
220221_ICells_Patterned_Dish2_s18_cell_2,Patterned,plate2,s18,Patterned_Dish2_s18_cell_2,,
220221_ICells_Patterned_Dish2_s18_cell_2,Patterned,plate2,s18,Patterned_Dish2_s18_cell_2,,
220221_ICells_Patterned_Dish2_s18_cell_2,Patterned,plate2,s18,Patterned_Dish2_s18_cell_2,,
220221_ICells_Patterned_Dish2_s18_cell_2,Patterned,plate2,s18,Patterned_Dish2_s18_cell_2,,
220221_ICells_Patterned_Dish2_s18_cell_2,Patterned,plate2,s18,Patterned_Dish2_s18_cell_2,,
220221_ICells_Patterned_Dish2_s18_cell_2,Patterned,plate2,s18,Patterned_Dish2_s18_cell_2,,
220221_ICells_Patterned_Dish2_s18_cell_2,Patterned,plate2,s18,Patterned_Dish2_s18_cell_2,,
220221_ICells_Patterned_Dish2_s18_cell_2,Patterned,plate2,s18,Patterned_Dish2_s18_cell_2,,
220221_ICells_Patterned_Dish2_s18_cell_2,Patterned,plate2,s18,Patterned_Dish2_s18_cell_2,,
220221_ICells_Patterned_Dish2_s18_cell_3,Patterned,plate2,s18,Patterned_Dish2_s18_cell_3,,
220221_ICells_Patterned_Dish2_s18_cell_3,Patterned,plate2,s18,Patterned_Dish2_s18_cell_3,,
220221_ICells_Patterned_Dish2_s18_cell_3,Patterned,plate2,s18,Patterned_Dish2_s18_cell_3,,
220221_ICells_Patterned_Dish2_s18_cell_3,Patterned,plate2,s18,Patterned_Dish2_s18_cell_3,,
220221_ICells_Patterned_Dish2_s18_cell_3,Patterned,plate2,s18,Patterned_Dish2_s18_cell_3,,
220221_ICells_Patterned_Dish2_s18_cell_3,Patterned,plate2,s18,Patterned_Dish2_s18_cell_3,,
220221_ICells_Patterned_Dish2_s18_cell_3,Patterned,plate2,s18,Patterned_Dish2_s18_cell_3,,
220221_ICells_Patterned_Dish2_s18_cell_3,Patterned,plate2,s18,Patterned_Dish2_s18_cell_3,,
220221_ICells_Patterned_Dish2_s18_cell_3,Patterned,plate2,s18,Patterned_Dish2_s18_cell_3,,
220221_ICells_Patterned_Dish2_s18_cell_3,Patterned,plate2,s18,Patterned_Dish2_s18_cell_3,,
220221_ICells_Patterned_Dish2_s19_cell_1,Patterned,plate2,s19,Patterned_Dish2_s19_cell_1,,
220221_ICells_Patterned_Dish2_s19_cell_1,Patterned,plate2,s19,Patterned_Dish2_s19_cell_1,,
220221_ICells_Patterned_Dish2_s19_cell_2,Patterned,plate2,s19,Patterned_Dish2_s19_cell_2,,
220221_ICells_Patterned_Dish2_s19_cell_2,Patterned,plate2,s19,Patterned_Dish2_s19_cell_2,,
220221_ICells_Patterned_Dish2_s19_cell_2,Patterned,plate2,s19,Patterned_Dish2_s19_cell_2,,
220221_ICells_Patterned_Dish2_s19_cell_2,Patterned,plate2,s19,Patterned_Dish2_s19_cell_2,,
220221_ICells_Patterned_Dish2_s20_cell_1,Patterned,plate2,s20,Patterned_Dish2_s20_cell_1,,
220221_ICells_Patterned_Dish2_s20_cell_1,Patterned,plate2,s20,Patterned_Dish2_s20_cell_1,,
220221_ICells_Patterned_Dish2_s20_cell_1,Patterned,plate2,s20,Patterned_Dish2_s20_cell_1,,
220221_ICells_Patterned_Dish2_s20_cell_2,Patterned,plate2,s20,Patterned_Dish2_s20_cell_2,,
220221_ICells_Patterned_Dish2_s20_cell_2,Patterned,plate2,s20,Patterned_Dish2_s20_cell_2,,
220221_ICells_Patterned_Dish2_s20_cell_2,Patterned,plate2,s20,Patterned_Dish2_s20_cell_2,,
220221_ICells_Patterned_Dish2_s20_cell_2,Patterned,plate2,s20,Patterned_Dish2_s20_cell_2,,
220221_ICells_Patterned_Dish2_s20_cell_2,Patterned,plate2,s20,Patterned_Dish2_s20_cell_2,,
220221_ICells_Patterned_Dish2_s20_cell_2,Patterned,plate2,s20,Patterned_Dish2_s20_cell_2,,
220221_ICells_Patterned_Dish2_s20_cell_2,Patterned,plate2,s20,Patterned_Dish2_s20_cell_2,,
220221_ICells_Patterned_Dish2_s20_cell_3,Patterned,plate2,s20,Patterned_Dish2_s20_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_1,Patterned,plate2,s21,Patterned_Dish2_s21_cell_1,,
220221_ICells_Patterned_Dish2_s21_cell_1,Patterned,plate2,s21,Patterned_Dish2_s21_cell_1,,
220221_ICells_Patterned_Dish2_s21_cell_1,Patterned,plate2,s21,Patterned_Dish2_s21_cell_1,,
220221_ICells_Patterned_Dish2_s21_cell_1,Patterned,plate2,s21,Patterned_Dish2_s21_cell_1,,
220221_ICells_Patterned_Dish2_s21_cell_1,Patterned,plate2,s21,Patterned_Dish2_s21_cell_1,,
220221_ICells_Patterned_Dish2_s21_cell_1,Patterned,plate2,s21,Patterned_Dish2_s21_cell_1,,
220221_ICells_Patterned_Dish2_s21_cell_1,Patterned,plate2,s21,Patterned_Dish2_s21_cell_1,,
220221_ICells_Patterned_Dish2_s21_cell_1,Patterned,plate2,s21,Patterned_Dish2_s21_cell_1,,
220221_ICells_Patterned_Dish2_s21_cell_1,Patterned,plate2,s21,Patterned_Dish2_s21_cell_1,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_2,Patterned,plate2,s21,Patterned_Dish2_s21_cell_2,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_3,Patterned,plate2,s21,Patterned_Dish2_s21_cell_3,,
220221_ICells_Patterned_Dish2_s21_cell_4,Patterned,plate2,s21,Patterned_Dish2_s21_cell_4,,
220221_ICells_Patterned_Dish2_s21_cell_4,Patterned,plate2,s21,Patterned_Dish2_s21_cell_4,,
220221_ICells_Patterned_Dish2_s21_cell_4,Patterned,plate2,s21,Patterned_Dish2_s21_cell_4,,
220221_ICells_Patterned_Dish2_s21_cell_4,Patterned,plate2,s21,Patterned_Dish2_s21_cell_4,,
220221_ICells_Patterned_Dish2_s21_cell_4,Patterned,plate2,s21,Patterned_Dish2_s21_cell_4,,
220221_ICells_Patterned_Dish2_s22_cell_1,Patterned,plate2,s22,Patterned_Dish2_s22_cell_1,,
220221_ICells_Patterned_Dish2_s22_cell_1,Patterned,plate2,s22,Patterned_Dish2_s22_cell_1,,
220221_ICells_Patterned_Dish2_s22_cell_1,Patterned,plate2,s22,Patterned_Dish2_s22_cell_1,,
220221_ICells_Patterned_Dish2_s22_cell_1,Patterned,plate2,s22,Patterned_Dish2_s22_cell_1,,
220221_ICells_Patterned_Dish2_s22_cell_1,Patterned,plate2,s22,Patterned_Dish2_s22_cell_1,,
220221_ICells_Patterned_Dish2_s22_cell_1,Patterned,plate2,s22,Patterned_Dish2_s22_cell_1,,
220221_ICells_Patterned_Dish2_s22_cell_1,Patterned,plate2,s22,Patterned_Dish2_s22_cell_1,,
220221_ICells_Patterned_Dish2_s22_cell_1,Patterned,plate2,s22,Patterned_Dish2_s22_cell_1,,
220221_ICells_Patterned_Dish2_s22_cell_2,Patterned,plate2,s22,Patterned_Dish2_s22_cell_2,,
220221_ICells_Patterned_Dish2_s22_cell_2,Patterned,plate2,s22,Patterned_Dish2_s22_cell_2,,
220221_ICells_Patterned_Dish2_s22_cell_2,Patterned,plate2,s22,Patterned_Dish2_s22_cell_2,,
220221_ICells_Patterned_Dish2_s22_cell_2,Patterned,plate2,s22,Patterned_Dish2_s22_cell_2,,
220221_ICells_Patterned_Dish2_s22_cell_2,Patterned,plate2,s22,Patterned_Dish2_s22_cell_2,,
220221_ICells_Patterned_Dish2_s22_cell_2,Patterned,plate2,s22,Patterned_Dish2_s22_cell_2,,
220221_ICells_Patterned_Dish2_s22_cell_2,Patterned,plate2,s22,Patterned_Dish2_s22_cell_2,,
220221_ICells_Patterned_Dish2_s22_cell_2,Patterned,plate2,s22,Patterned_Dish2_s22_cell_2,,
220221_ICells_Patterned_Dish2_s22_cell_2,Patterned,plate2,s22,Patterned_Dish2_s22_cell_2,,
220221_ICells_Patterned_Dish2_s22_cell_2,Patterned,plate2,s22,Patterned_Dish2_s22_cell_2,,
220221_ICells_Patterned_Dish2_s22_cell_2,Patterned,plate2,s22,Patterned_Dish2_s22_cell_2,,
220221_ICells_Patterned_Dish2_s22_cell_2,Patterned,plate2,s22,Patterned_Dish2_s22_cell_2,,
220221_ICells_Patterned_Dish2_s22_cell_2,Patterned,plate2,s22,Patterned_Dish2_s22_cell_2,,
220221_ICells_Patterned_Dish2_s22_cell_2,Patterned,plate2,s22,Patterned_Dish2_s22_cell_2,,
220221_ICells_Patterned_Dish2_s22_cell_3,Patterned,plate2,s22,Patterned_Dish2_s22_cell_3,,
220221_ICells_Patterned_Dish2_s22_cell_3,Patterned,plate2,s22,Patterned_Dish2_s22_cell_3,,
